"",".id","intervention","excess_cost","excess_qalyloss","IncrementalCost","IncrementalQALYGain","NetMonetaryBenefit"
"184",92,"iFAST",3428234132.71761,116635.107084498,30794.7226362228,-26.4279151109949,-559353.024856122
"185",93,"current",3459684119.06121,117513.048556439,0,0,0
"186",93,"iFAST",3458070498.95597,117223.855718816,-1613620.10524845,289.192837623006,7397476.85770858
"187",94,"current",3855121884.43729,126673.449080557,0,0,0
"188",94,"iFAST",3854297874.56739,126615.882284778,-824009.869904041,57.5667957791593,1975345.78548723
"189",95,"current",2742433778.30246,128725.528566664,0,0,0
"190",95,"iFAST",2740745639.1976,128399.275298888,-1688139.10485792,326.253267776279,8213204.46038351
"191",96,"current",2516345950.72763,124588.551828201,0,0,0
"192",96,"iFAST",2515287425.44184,123593.821604661,-1058525.28578568,994.730223540086,20953129.7565874
"193",97,"current",2674986327.31007,120578.992278106,0,0,0
"194",97,"iFAST",2677408049.00165,120772.782693534,2421721.691576,-193.790415428201,-6297530.00014001
"195",98,"current",3751786433.20431,132576.71871189,0,0,0
"196",98,"iFAST",3752216025.13755,131749.223651762,429591.93323946,827.495060128073,16120309.269322
"197",99,"current",3629318331.37064,140043.240042092,0,0,0
"198",99,"iFAST",3630134439.0168,140039.721741571,816107.646159172,3.51830052182777,-745741.635722617
"199",100,"current",3827582575.54304,112752.909466598,0,0,0
"200",100,"iFAST",3824213250.54782,112752.136153793,-3369324.99522114,0.773312805889873,3384791.25133894
"201",101,"current",2760918849.24004,114393.140586222,0,0,0
"202",101,"iFAST",2757597880.92576,113606.959916347,-3320968.31428432,786.18066987567,19044581.7117977
"203",102,"current",3598760743.88586,119781.296226605,0,0,0
"204",102,"iFAST",3599176110.9652,119746.071919616,415367.07933712,35.2243069895776,289119.060454432
"205",103,"current",2670737652.33017,118603.239690652,0,0,0
"206",103,"iFAST",2668144773.98696,118497.360265943,-2592878.34320879,105.879424709361,4710466.83739601
"207",104,"current",2768373547.76527,120444.573821298,0,0,0
"208",104,"iFAST",2767318715.83832,120414.402162624,-1054831.92694616,30.171658673702,1658265.1004202
"209",105,"current",3314379619.92694,123780.654541507,0,0,0
"210",105,"iFAST",3309711379.75868,123378.838575293,-4668240.16825581,401.81596621465,12704559.4925488
"211",106,"current",2959434579.42888,133488.656570962,0,0,0
"212",106,"iFAST",2954917936.51167,132621.353851703,-4516642.91721249,867.302719259431,21862697.3024011
"213",107,"current",4242205270.26889,134127.480640406,0,0,0
"214",107,"iFAST",4241917283.40927,134051.738872538,-287986.859620571,75.741767868225,1802822.21698507
"215",108,"current",2883645181.58458,137101.120974485,0,0,0
"216",108,"iFAST",2881556377.34087,136205.027398816,-2088804.24370432,896.093575668114,20010675.7570666
"217",109,"current",3813248262.75743,119639.782553051,0,0,0
"218",109,"iFAST",3811154837.6882,118924.566540731,-2093425.06923056,715.216012320117,16397745.3156329
"219",110,"current",3899571726.54377,134455.585327862,0,0,0
"220",110,"iFAST",3897569506.16812,133865.25473953,-2002220.37564754,590.330588331854,13808832.1422846
"221",111,"current",3999217359.42805,121364.351408099,0,0,0
"222",111,"iFAST",3997915464.95761,121141.699455753,-1301894.47043276,222.651952346321,5754933.51735918
"223",112,"current",4639392540.06743,121155.624425791,0,0,0
"224",112,"iFAST",4641237271.86663,121156.66977014,1844731.79919624,-1.0453443487495,-1865638.68617123
"225",113,"current",3030176412.87042,109583.775919386,0,0,0
"226",113,"iFAST",3025649813.55823,109140.007468391,-4526599.31219244,443.768450995529,13401968.332103
"227",114,"current",2506084234.4334,98326.454653382,0,0,0
"228",114,"iFAST",2503157012.08142,97473.7899612756,-2927222.35198307,852.664692106409,19980516.1941113
"229",115,"current",3050267422.35082,103519.909847351,0,0,0
"230",115,"iFAST",3049318761.43554,102597.385775523,-948660.915277481,922.524071827764,19399142.3518328
"231",116,"current",3123354535.17776,101862.247473528,0,0,0
"232",116,"iFAST",3122732117.08562,101663.570762987,-622418.092142582,198.676710540967,4595952.30296193
"233",117,"current",2745897498.21344,119873.473133252,0,0,0
"234",117,"iFAST",2741757135.88574,119066.511053209,-4140362.32769537,806.962080042431,20279603.928544
"235",118,"current",3702940879.48725,126046.36592449,0,0,0
"236",118,"iFAST",3703689187.78422,126037.446833981,748308.296972752,8.91909050932736,-569926.486786204
"237",119,"current",2970745193.45985,120758.337629956,0,0,0
"238",119,"iFAST",2971308166.20805,120733.0121138,562972.748198032,25.3255161554116,-56462.4250898003
"239",120,"current",3501685081.41251,119958.666554954,0,0,0
"240",120,"iFAST",3496135618.58318,119361.136878503,-5549462.82933044,597.529676451115,17500056.3583527
"241",121,"current",3887938326.74524,110143.834178134,0,0,0
"242",121,"iFAST",3886880798.44443,110089.3727772,-1057528.30080318,54.4614009345969,2146756.31949512
"243",122,"current",3728122886.6762,108464.25093018,0,0,0
"244",122,"iFAST",3728474441.60763,108391.585520156,351554.931429863,72.6654100234591,1101753.26903932
"245",123,"current",4275495512.24891,116791.451291819,0,0,0
"246",123,"iFAST",4271244180.18385,116551.896240407,-4251332.06505251,239.555051411531,9042433.09328313
"247",124,"current",3951217798.83573,111168.562186104,0,0,0
"248",124,"iFAST",3948324378.71435,110960.040813658,-2893420.12137985,208.521372446266,7063847.57030518
"249",125,"current",4796142175.15186,112988.462673326,0,0,0
"250",125,"iFAST",4796766940.40965,112836.333184042,624765.257796288,152.129489284387,2417824.52789145
"251",126,"current",3940217063.52967,127005.794607974,0,0,0
"252",126,"iFAST",3937714628.76959,126972.387796277,-2502434.76008892,33.406811696681,3170570.99402254
"253",127,"current",3679534195.70515,129040.835856571,0,0,0
"254",127,"iFAST",3674923176.65942,128216.132691086,-4611019.04572678,824.703165485451,21105082.3554358
"255",128,"current",2903280458.43295,142949.132603334,0,0,0
"256",128,"iFAST",2899423572.75731,142343.001549802,-3856885.67564011,606.131053532328,15979506.7462867
"257",129,"current",3198278870.00684,116354.914795708,0,0,0
"258",129,"iFAST",3195323813.26319,116359.350472021,-2955056.7436471,-4.43567631293263,2866343.21738845
"259",130,"current",3516633872.38179,136483.115324347,0,0,0
"260",130,"iFAST",3516726982.83486,136419.194387632,93110.4530730247,63.9209367148578,1185308.28122413
"261",131,"current",3670269813.38699,112334.962459724,0,0,0
"262",131,"iFAST",3668012443.09668,112077.383822537,-2257370.29030275,257.578637187544,7408943.03405363
"263",132,"current",3712593782.01268,129419.423477191,0,0,0
"264",132,"iFAST",3714281121.50534,129385.508938978,1687339.49266195,33.9145382135321,-1009048.72839131
"265",133,"current",3792396383.42159,125356.007928941,0,0,0
"266",133,"iFAST",3789157476.29062,124680.708500899,-3238907.13096571,675.299428041282,16744895.6917914
"267",134,"current",3648753169.25753,121937.094023578,0,0,0
"268",134,"iFAST",3647998748.51856,121917.774549238,-754420.738975525,19.3194743397326,1140810.22577018
"269",135,"current",5016342668.05516,113218.416356424,0,0,0
"270",135,"iFAST",5012435534.81811,112478.518001998,-3907133.23705292,739.898354426099,18705100.3255749
"271",136,"current",3211879359.84211,121450.577281195,0,0,0
"272",136,"iFAST",3212287161.35613,121419.569080969,407801.514014244,31.0082002258277,212362.490502311
"273",137,"current",3119613034.19554,99282.1575931714,0,0,0
"274",137,"iFAST",3118826492.0935,99114.8485185197,-786542.102035999,167.309074651639,4132723.59506878
"275",138,"current",3077617259.16422,119220.696257448,0,0,0
"276",138,"iFAST",3071382793.94527,117941.839925862,-6234465.21894503,1278.85633158591,31811591.8506632
"277",139,"current",3250578963.46334,125605.618249567,0,0,0
"278",139,"iFAST",3245502250.56519,125525.259514089,-5076712.89814949,80.3587354777555,6683887.6077046
"279",140,"current",4105572155.66522,125032.834090812,0,0,0
"280",140,"iFAST",4102366101.02422,124790.893637762,-3206054.64100933,241.940453049712,8044863.70200358
"281",141,"current",3540914714.81919,119257.287259302,0,0,0
"282",141,"iFAST",3541570850.46249,119270.614129433,656135.643298149,-13.3268701308698,-922673.045915545
"283",142,"current",2713206765.53196,104507.350314389,0,0,0
"284",142,"iFAST",2715154989.44264,104526.369522337,1948223.91068697,-19.0192079477711,-2328608.06964239
"285",143,"current",3513191501.00795,133074.410820522,0,0,0
"286",143,"iFAST",3512960823.03558,132954.852612611,-230677.972362995,119.558207910944,2621842.13058188
"287",144,"current",3157585953.00721,99084.143740958,0,0,0
"288",144,"iFAST",3156603302.41548,98650.0838191137,-982650.591731548,434.059921844339,9663849.02861832
"289",145,"current",4264777336.79939,131318.488765453,0,0,0
"290",145,"iFAST",4262427975.12486,131264.057242889,-2349361.67453194,54.4315225641767,3437992.12581547
"291",146,"current",4500030901.2953,104029.589335426,0,0,0
"292",146,"iFAST",4498322981.03481,103756.069500991,-1707920.26049042,273.519834434803,7178316.94918647
"293",147,"current",2675648471.45469,129485.746839501,0,0,0
"294",147,"iFAST",2674746098.96944,129408.622758682,-902372.485246658,77.1240808188013,2444854.10162268
"295",148,"current",4688150120.65243,118729.504683797,0,0,0
"296",148,"iFAST",4687840872.74371,118297.630907379,-309247.908718109,431.873776418128,8946723.43708067
"297",149,"current",3155225069.04883,114177.364605041,0,0,0
"298",149,"iFAST",3152638172.28471,113931.879017667,-2586896.7641201,245.485587374438,7496608.51160887
"299",150,"current",3585252401.84268,124254.931481381,0,0,0
"300",150,"iFAST",3585413754.65772,124222.784748032,161352.815039635,32.1467333488981,481581.851938328
"301",151,"current",3589769572.99776,131575.611465574,0,0,0
"302",151,"iFAST",3585186990.32701,130022.366492441,-4582582.67075348,1553.24497313313,35647482.1334161
"303",152,"current",2661270300.99815,140520.064873954,0,0,0
"304",152,"iFAST",2658946030.49729,140423.850160256,-2324270.50086641,96.2147136983695,4248564.7748338
"305",153,"current",4097227643.40625,114951.483881018,0,0,0
"306",153,"iFAST",4095348902.52549,114304.536888533,-1878740.88076162,646.946992485377,14817680.7304692
"307",154,"current",3306237346.93822,112118.684389514,0,0,0
"308",154,"iFAST",3305709787.32104,111348.82718154,-527559.617179871,769.857207973648,15924703.7766528
"309",155,"current",3321588976.44628,134262.856457059,0,0,0
"310",155,"iFAST",3321099285.03602,134271.340635247,-489691.410252571,-8.48417818837333,320007.846485104
"311",156,"current",3720208895.00598,127052.09912516,0,0,0
"312",156,"iFAST",3717886378.69416,126482.152056663,-2322516.31182146,569.947068496913,13721457.6817597
"313",157,"current",3073160410.60427,132188.264422636,0,0,0
"314",157,"iFAST",3069731446.6874,131749.700955532,-3428963.91687441,438.563467104192,12200233.2589582
"315",158,"current",3738836413.32246,123718.180787026,0,0,0
"316",158,"iFAST",3736046662.34364,123636.721152668,-2789750.97881222,81.4596343582962,4418943.66597814
"317",159,"current",3498694345.97783,133340.030251562,0,0,0
"318",159,"iFAST",3497857655.21198,133020.713183384,-836690.76585722,319.317068178643,7223032.12943008
"319",160,"current",3222633773.98072,134671.782738583,0,0,0
"320",160,"iFAST",3223001990.5153,134451.688918268,368216.534578323,220.093820315436,4033659.87173041
"321",161,"current",3944788642.64524,112497.393801479,0,0,0
"322",161,"iFAST",3945743980.30278,112244.709772461,955337.657536507,252.684029018492,4098342.92283333
"323",162,"current",4148048102.81769,108749.816376815,0,0,0
"324",162,"iFAST",4144771512.91728,108093.825405494,-3276589.90040827,655.990971321269,16396409.3268337
"325",163,"current",4130741892.08959,125469.79793272,0,0,0
"326",163,"iFAST",4129309940.40513,124824.643355964,-1431951.68445539,645.15457675622,14335043.2195798
"327",164,"current",3512582465.46755,120298.885420886,0,0,0
"328",164,"iFAST",3513334771.24604,120306.562694999,752305.778488636,-7.67727411349188,-905851.260758474
"329",165,"current",2085864074.99171,128067.776352696,0,0,0
"330",165,"iFAST",2084710107.93165,128002.272999335,-1153967.06006002,65.5033533607057,2464034.12727414
"331",166,"current",3314434653.33264,120483.931178669,0,0,0
"332",166,"iFAST",3310730865.0967,120066.087209095,-3703788.23594332,417.843969573689,12060667.6274171
"333",167,"current",2675811894.54505,104908.30549339,0,0,0
"334",167,"iFAST",2677214149.47108,104729.239048276,1402254.92603016,179.066445114455,2179073.97625894
"335",168,"current",2619864240.61332,124299.24090552,0,0,0
"336",168,"iFAST",2619642435.04507,124286.133501816,-221805.568250656,13.1074037047802,483953.642346259
"337",169,"current",3223552928.74423,131887.252180033,0,0,0
"338",169,"iFAST",3222003311.54092,131591.595133458,-1549617.20331669,295.657046575478,7462758.13482624
"339",170,"current",3376831791.87032,111959.314171022,0,0,0
"340",170,"iFAST",3377270466.15924,111924.868140289,438674.288923264,34.4460307326081,250246.325728897
"341",171,"current",4066636178.98637,123198.604191485,0,0,0
"342",171,"iFAST",4065518914.48919,122798.562327521,-1117264.49717522,400.041863964478,9118101.77646477
"343",172,"current",2717483085.88571,107094.45911958,0,0,0
"344",172,"iFAST",2716095153.68785,106611.609307972,-1387932.19785786,482.849811607797,11044928.4300138
"345",173,"current",2653592911.6777,99055.9264178719,0,0,0
"346",173,"iFAST",2655330428.16806,98559.4128247344,1737516.4903636,496.513593137424,8192755.37238489
"347",174,"current",4044611337.81046,112358.790232452,0,0,0
"348",174,"iFAST",4042427612.01965,111931.479870779,-2183725.7908144,427.310361672178,10729933.024258
"349",175,"current",3883347506.29778,103709.635437891,0,0,0
"350",175,"iFAST",3884384767.65578,103499.416620651,1037261.35800219,210.21881724034,3167114.98680462
"351",176,"current",3350108206.86331,99435.1218479437,0,0,0
"352",176,"iFAST",3344878618.29518,98132.9598642667,-5229588.56812716,1302.16198367703,31272828.2416677
"353",177,"current",2999191847.68049,143466.121745765,0,0,0
"354",177,"iFAST",2997508648.98699,142294.254512495,-1683198.69349957,1171.86723326982,25120543.3588959
"355",178,"current",2527749334.66715,106495.947703644,0,0,0
"356",178,"iFAST",2527044790.96127,106143.368554184,-704543.705881119,352.579149459445,7756126.69507002
"357",179,"current",3245837380.2089,130814.943705291,0,0,0
"358",179,"iFAST",3234943757.27286,130369.971637714,-10893622.9360313,444.972067577124,19793064.2875738
"359",180,"current",3684266712.70867,102949.885694061,0,0,0
"360",180,"iFAST",3680230910.90831,102909.66280637,-4035801.80035925,40.2228876910667,4840259.55418058
"361",181,"current",2813202527.83823,109476.123594319,0,0,0
"362",181,"iFAST",2808839076.159,108999.031298854,-4363451.67923498,477.092295464317,13905297.5885213
"363",182,"current",3342900045.81518,116369.330232378,0,0,0
"364",182,"iFAST",3341586381.69344,116110.264311827,-1313664.12173223,259.065920550842,6494982.53274907
"365",183,"current",3597035396.40201,121877.165383087,0,0,0
"366",183,"iFAST",3594278610.68686,121810.832755397,-2756785.71515703,66.332627689917,4083438.26895537
"367",184,"current",3077869928.40347,122290.573288669,0,0,0
"368",184,"iFAST",3074402648.23415,121858.721250394,-3467280.1693182,431.852038275567,12104320.9348295
"369",185,"current",3823051047.86318,125066.177201815,0,0,0
"370",185,"iFAST",3819983768.83318,124861.53206503,-3067279.02999735,204.645136784646,7160181.76569026
"371",186,"current",3473903526.43236,135711.504087683,0,0,0
"372",186,"iFAST",3471162926.05165,135431.42163533,-2740600.38070631,280.082452352974,8342249.42776578
"373",187,"current",3292707255.87647,128168.475406104,0,0,0
"374",187,"iFAST",3287341913.56724,126814.357542617,-5365342.30923271,1354.11786348707,32447699.5789742
"375",188,"current",3763711274.48143,125463.014440655,0,0,0
"376",188,"iFAST",3766810955.61648,125627.973852328,3099681.13505602,-164.959411672928,-6398869.36851457
"377",189,"current",3604335335.80471,131175.983412199,0,0,0
"378",189,"iFAST",3602891658.74696,130762.718123197,-1443677.05774784,413.265289001734,9708982.83778253
"379",190,"current",2614059397.03062,116921.8725796,0,0,0
"380",190,"iFAST",2611627627.62968,116916.93731534,-2431769.40093184,4.93526425983873,2530474.68612861
"381",191,"current",3542923432.98515,106155.327643029,0,0,0
"382",191,"iFAST",3536676469.82786,105043.981189404,-6246963.15728951,1111.34645362469,28473892.2297833
"383",192,"current",3899932099.5725,119682.780625394,0,0,0
"384",192,"iFAST",3900431929.04659,119613.542210895,499829.474086761,69.2384144991083,884938.815895405
"385",193,"current",3864657140.23847,122557.184194303,0,0,0
"386",193,"iFAST",3864787655.38184,122244.013698715,130515.143369675,313.170495588158,6132894.76839348
"387",194,"current",3584766754.83543,136836.126541351,0,0,0
"388",194,"iFAST",3584189546.28468,136566.36123657,-577208.550743103,269.765304780885,5972514.64636081
"389",195,"current",3586229608.01542,133904.178463523,0,0,0
"390",195,"iFAST",3586139738.40698,133718.22775029,-89869.608440876,185.950713232654,3808883.87309396
"391",196,"current",3383554968.97349,115577.883367477,0,0,0
"392",196,"iFAST",3384104537.68184,115454.174798673,549568.70834446,123.708568804621,1924602.66774796
"393",197,"current",3221728858.19673,129547.057347709,0,0,0
"394",197,"iFAST",3218624997.56428,129390.622456038,-3103860.63244963,156.434891670884,6232558.46586731
"395",198,"current",4067103099.47377,109850.794354698,0,0,0
"396",198,"iFAST",4065481914.0987,109739.955084379,-1621185.37507677,110.839270318524,3837970.78144724
"397",199,"current",4441887800.18273,107920.778667729,0,0,0
"398",199,"iFAST",4436572945.66234,107665.245969813,-5314854.52039337,255.532697916613,10425508.4787256
"399",200,"current",3019821720.683,131550.660500784,0,0,0
"400",200,"iFAST",3019664818.97699,131247.588818256,-156901.706010818,303.07168252769,6218335.35656463
"401",201,"current",3256467706.37563,130801.908541452,0,0,0
"402",201,"iFAST",3252980989.7,129510.695064933,-3486716.67562914,1291.21347651939,29310986.206017
"403",202,"current",3369614011.49248,118210.170186484,0,0,0
"404",202,"iFAST",3370801259.98204,118158.057422678,1187248.48956108,52.1127638062899,-144993.213435283
"405",203,"current",3332813929.14305,129529.133214415,0,0,0
"406",203,"iFAST",3331791495.39887,129208.347227614,-1022433.74417925,320.785986800765,7438153.48019456
"407",204,"current",3918519827.6922,108956.81432891,0,0,0
"408",204,"iFAST",3914707460.64724,108448.250472109,-3812367.04496479,508.563856800494,13983644.1809747
"409",205,"current",3675444082.95666,126259.815779785,0,0,0
"410",205,"iFAST",3669472539.84706,125375.876316919,-5971543.10959721,883.939462866401,23650332.3669252
"411",206,"current",3436419777.3443,129120.402543461,0,0,0
"412",206,"iFAST",3434012248.4394,128618.245561767,-2407528.90489626,502.15698169361,12450668.5387685
"413",207,"current",3934742421.55021,116449.072612445,0,0,0
"414",207,"iFAST",3936235774.99883,116454.648847987,1493353.4486208,-5.57623554232123,-1604878.15946722
"415",208,"current",2693172161.05366,115605.882527441,0,0,0
"416",208,"iFAST",2692843188.83491,115571.598936644,-328972.218751907,34.2835907969566,1014644.03469104
"417",209,"current",2702613620.7621,124314.020518933,0,0,0
"418",209,"iFAST",2702063245.08263,124252.529129386,-550375.679469109,61.4913895469363,1780203.47040783
"419",210,"current",2995871498.85565,112617.742782868,0,0,0
"420",210,"iFAST",2995110739.43218,112459.701399208,-760759.423467159,158.041383660369,3921587.09667455
"421",211,"current",3730032717.48254,121544.060781775,0,0,0
"422",211,"iFAST",3730809708.79856,119703.166277239,776991.316020489,1840.89450453571,36040898.7746937
"423",212,"current",3535026048.77662,116707.410423774,0,0,0
"424",212,"iFAST",3531698831.07528,116610.347567707,-3327217.70134687,97.0628560660407,5268474.82266769
"425",213,"current",3032345720.09721,108966.491417923,0,0,0
"426",213,"iFAST",3031558093.21664,108520.27488946,-787626.88057518,446.216528462959,9711957.44983436
"427",214,"current",3370115852.43539,115546.166312175,0,0,0
"428",214,"iFAST",3368778368.4421,115106.299032866,-1337483.99329662,439.86727930879,10134829.5794724
"429",215,"current",4214817542.37444,122888.149536401,0,0,0
"430",215,"iFAST",4214721220.29394,122888.274821447,-96322.080499649,-0.125285046320641,93816.3795732362
"431",216,"current",2846887964.50431,114749.369037331,0,0,0
"432",216,"iFAST",2845290215.78327,114511.369452719,-1597748.7210412,237.999584611767,6357740.41327655
"433",217,"current",3454718442.36086,123331.41893,0,0,0
"434",217,"iFAST",3452086897.40299,122920.43654059,-2631544.95786572,410.982389410827,10851192.7460823
"435",218,"current",4001409133.33968,127194.841101557,0,0,0
"436",218,"iFAST",4001448477.09503,127008.207373034,39343.7553434372,186.633728523244,3693330.81512144
"437",219,"current",2562700303.73445,114951.96653903,0,0,0
"438",219,"iFAST",2557184192.33052,114771.804459792,-5516111.4039278,180.162079238245,9119352.98869271
"439",220,"current",3449975476.05559,130217.480563563,0,0,0
"440",220,"iFAST",3448521755.53075,130165.149785548,-1453720.52483225,52.3307780159375,2500336.085151
"441",221,"current",2801464438.70085,103774.51632239,0,0,0
"442",221,"iFAST",2801477735.83243,103682.937584543,13297.1315803528,91.5787378470995,1818277.62536164
"443",222,"current",3390770039.61732,113854.073090093,0,0,0
"444",222,"iFAST",3388994853.39654,113427.372899273,-1775186.22077703,426.700190819276,10309190.0371626
"445",223,"current",3092210322.32655,117810.500036906,0,0,0
"446",223,"iFAST",3092775910.03107,117740.234064083,565587.704516888,70.2659728224826,839731.751932764
"447",224,"current",2600382490.79085,141129.374050634,0,0,0
"448",224,"iFAST",2598251126.47574,140960.282828676,-2131364.31511593,169.091221958603,5513188.75428798
"449",225,"current",2944314948.27354,120865.186716176,0,0,0
"450",225,"iFAST",2943201048.35415,120781.856680983,-1113899.9193902,83.330035192339,2780500.62323698
"451",226,"current",3704166953.00095,111705.546501816,0,0,0
"452",226,"iFAST",3703352689.62664,111422.7473032,-814263.374315739,282.799198616165,6470247.34663904
"453",227,"current",2645892809.2353,103027.939812845,0,0,0
"454",227,"iFAST",2645695915.82241,103020.953026842,-196893.412885666,6.98678600252606,336629.132936187
"455",228,"current",3524004252.97836,129339.799670344,0,0,0
"456",228,"iFAST",3523421367.58108,129291.894599313,-582885.397284508,47.9050710316806,1540986.81791812
"457",229,"current",2954023001.38403,134405.625704393,0,0,0
"458",229,"iFAST",2948367107.76315,134166.180507802,-5655893.62087154,239.445196591842,10444797.5527084
"459",230,"current",4617210271.69265,119120.13035143,0,0,0
"460",230,"iFAST",4616414464.7686,118024.350506594,-795806.924053192,1095.77984483542,22711403.8207615
"461",231,"current",2837674914.56267,127198.631206845,0,0,0
"462",231,"iFAST",2836199866.95198,127001.679503484,-1475047.61069107,196.951703361003,5414081.67791113
"463",232,"current",3524895668.45175,118469.006030631,0,0,0
"464",232,"iFAST",3520506593.64667,117826.357184363,-4389074.80508232,642.648846268232,17242051.730447
"465",233,"current",3479470847.78411,114151.409049813,0,0,0
"466",233,"iFAST",3478467337.15251,113706.842851039,-1003510.63160801,444.566198773784,9894834.60708369
"467",234,"current",3887563079.20541,117094.32528395,0,0,0
"468",234,"iFAST",3885003056.5574,116958.716258598,-2560022.64801311,135.609025352009,5272203.15505329
"469",235,"current",3555285856.12078,130227.344644723,0,0,0
"470",235,"iFAST",3554367820.90797,130002.518433597,-918035.212803841,224.826211125765,5414559.43531913
"471",236,"current",3134266780.24867,120419.286877732,0,0,0
"472",236,"iFAST",3126963500.90679,118969.285906686,-7303279.34187269,1450.00097104551,36303298.7627828
"473",237,"current",2710044359.61037,118266.532998292,0,0,0
"474",237,"iFAST",2712560106.62293,118503.506097339,2515747.01256132,-236.973099047435,-7255208.99351001
"475",238,"current",3115888084.58766,104777.11086013,0,0,0
"476",238,"iFAST",3115678558.15163,104536.754290923,-209526.436025143,240.356569206298,5016657.82015111
"477",239,"current",3925331117.1091,119128.691915678,0,0,0
"478",239,"iFAST",3921467905.00507,118757.613115684,-3863212.10403109,371.078799993935,11284788.1039098
"479",240,"current",3131455865.6708,105636.316147009,0,0,0
"480",240,"iFAST",3125949673.63885,105367.45350861,-5506192.03194475,268.862638399863,10883444.799942
"481",241,"current",3862493433.21209,129326.099344894,0,0,0
"482",241,"iFAST",3862622938.95584,128558.320501781,129505.743746281,767.778843113643,15226071.1185266
"483",242,"current",3788733368.89935,112193.135427317,0,0,0
"484",242,"iFAST",3791126252.84334,112193.142160519,2392883.94399452,-0.00673320198256988,-2393018.60803417
"485",243,"current",4026824500.07364,103691.632061578,0,0,0
"486",243,"iFAST",4025182199.65162,103531.953689558,-1642300.42202139,159.678372020397,4835867.86242932
"487",244,"current",3302475160.38777,105310.086835775,0,0,0
"488",244,"iFAST",3301506613.11532,104887.372971048,-968547.272446156,422.713864726844,9422824.56698303
"489",245,"current",3835582401.14875,124707.876274924,0,0,0
"490",245,"iFAST",3834938896.64354,124475.928832707,-643504.50521183,231.947442217162,5282453.34955508
"491",246,"current",3017614795.50485,115053.535941516,0,0,0
"492",246,"iFAST",3018280434.6684,115041.889828025,665639.163554192,11.6461134902347,-432716.893749497
"493",247,"current",4599959862.66574,111642.074537066,0,0,0
"494",247,"iFAST",4591403754.02952,111089.942788307,-8556108.63621712,552.131748759275,19598743.6114026
"495",248,"current",3814209271.65775,123173.630237363,0,0,0
"496",248,"iFAST",3813301756.78432,122938.451401182,-907514.8734231,235.178836181818,5611091.59705946
"497",249,"current",2787840995.51246,116585.637236797,0,0,0
"498",249,"iFAST",2789710304.34238,116647.257240323,1869308.82992411,-61.6200035265647,-3101708.9004554
"499",250,"current",3085533564.25851,123070.045751387,0,0,0
"500",250,"iFAST",3086459535.71989,123229.584008818,925971.461372852,-159.538257431297,-4116736.60999879
"501",251,"current",3198771763.9628,117425.976731064,0,0,0
"502",251,"iFAST",3197497561.54788,117084.543905038,-1274202.41491985,341.432826025804,8102858.93543594
"503",252,"current",2794485642.81388,128881.508294151,0,0,0
"504",252,"iFAST",2795185393.57825,128651.206247154,699750.76436758,230.302046997153,3906290.17557547
"505",253,"current",2423236353.00967,121219.444500378,0,0,0
"506",253,"iFAST",2420829852.00496,121183.878780818,-2406501.00471258,35.5657195596432,3117815.39590545
"507",254,"current",4218706527.31366,140909.320293248,0,0,0
"508",254,"iFAST",4220243591.55823,140986.758262267,1537064.24457693,-77.4379690193746,-3085823.62496442
"509",255,"current",3487341303.72155,105215.102977927,0,0,0
"510",255,"iFAST",3487489889.38808,104904.571785613,148585.666527271,310.531192314273,6062038.17975818
"511",256,"current",2843665259.20723,112309.981592836,0,0,0
"512",256,"iFAST",2840052492.66966,111064.016795274,-3612766.53756857,1245.96479756113,28532062.4887912
"513",257,"current",2842995714.15832,117762.73990463,0,0,0
"514",257,"iFAST",2840124445.65397,117428.025057079,-2871268.50434732,334.714847550727,9565565.45536187
"515",258,"current",4077495307.77308,117052.416707057,0,0,0
"516",258,"iFAST",4078595611.74787,116537.697630643,1100303.97478914,514.719076413312,9194077.5534771
"517",259,"current",3341939112.952,113398.394335407,0,0,0
"518",259,"iFAST",3340235804.96782,113358.076476935,-1703307.98418427,40.3178584725101,2509665.15363447
"519",260,"current",2934827300.94723,106408.380896684,0,0,0
"520",260,"iFAST",2926256378.56459,106269.107626541,-8570922.38264322,139.273270143662,11356387.7855165
"521",261,"current",2931453528.4988,123482.60851594,0,0,0
"522",261,"iFAST",2925813202.9104,122008.831926167,-5640325.58839941,1473.77658977282,35115857.3838559
"523",262,"current",3644581933.71584,112993.774311041,0,0,0
"524",262,"iFAST",3644221900.45323,112998.421987725,-360033.262610912,-4.64767668420973,267079.728926718
"525",263,"current",3557456889.3068,113954.656465982,0,0,0
"526",263,"iFAST",3553574258.4915,113547.438335214,-3882630.81530285,407.218130768204,12026993.4306669
"527",264,"current",3101097952.12898,126896.587406158,0,0,0
"528",264,"iFAST",3099979016.8791,126720.193989492,-1118935.24988317,176.393416665553,4646803.58319423
"529",265,"current",3294379331.3101,103377.357658553,0,0,0
"530",265,"iFAST",3285366424.53753,102309.872271577,-9012906.77256536,1067.4853869761,30362614.5120873
"531",266,"current",3798967075.69123,99797.4541271336,0,0,0
"532",266,"iFAST",3799597267.94484,99823.5064621071,630192.253610611,-26.0523349735013,-1151238.95308064
"533",267,"current",3064478995.7489,108874.275049235,0,0,0
"534",267,"iFAST",3061593648.31002,108255.673281524,-2885347.43888187,618.601767710948,15257382.7931008
"535",268,"current",3584515826.41961,118141.599319474,0,0,0
"536",268,"iFAST",3582835221.96932,117543.706024414,-1680604.45029116,597.893295060581,13638470.3515028
