"",".id","intervention","excess_cost","excess_qalyloss","IncrementalCost","IncrementalQALYGain","NetMonetaryBenefit"
"537",269,"current",2447124665.37196,104584.928514107,0,0,0
"538",269,"iFAST",2448108835.33002,104712.38122903,984169.958061695,-127.452714922474,-3533224.25651118
"539",270,"current",3006835873.64331,114182.88839485,0,0,0
"540",270,"iFAST",3004533546.25253,113530.563699305,-2302327.39078188,652.324695544652,15348821.3016749
"541",271,"current",4027055912.75464,119144.471263155,0,0,0
"542",271,"iFAST",4027431979.24039,119260.161644889,376066.485751152,-115.690381733089,-2689874.12041294
"543",272,"current",2800931754.25637,127159.725792143,0,0,0
"544",272,"iFAST",2798746215.75205,126923.161633784,-2185538.50432348,236.564158358771,6916821.67149891
"545",273,"current",3873401920.29354,106264.907473283,0,0,0
"546",273,"iFAST",3869559526.49204,106236.471698343,-3842393.80150461,28.4357749400369,4411109.30030535
"547",274,"current",2430207387.51561,114293.509119692,0,0,0
"548",274,"iFAST",2431979017.51052,114289.272284355,1771629.99490356,4.23683533667645,-1686893.28817004
"549",275,"current",2984050018.72193,124209.295106299,0,0,0
"550",275,"iFAST",2983276226.96072,123657.668131774,-773791.761207581,551.626974525061,11806331.2517088
"551",276,"current",3859451779.01381,120809.687386676,0,0,0
"552",276,"iFAST",3861338001.9103,121021.764997391,1886222.89649153,-212.077610714536,-6127775.11078224
"553",277,"current",2413434776.79833,131901.667622159,0,0,0
"554",277,"iFAST",2413604352.09218,131695.198120012,169575.293853283,206.469502147404,3959814.74909479
"555",278,"current",3605223562.33295,124086.032877205,0,0,0
"556",278,"iFAST",3597212345.10682,123021.606985903,-8011217.22612715,1064.42589130218,29299735.0521707
"557",279,"current",4178967676.15775,104748.913473634,0,0,0
"558",279,"iFAST",4178959150.65008,104453.894063193,-8525.5076675415,295.019410441324,5908913.71649402
"559",280,"current",3120489380.84736,117155.191403625,0,0,0
"560",280,"iFAST",3110222965.3849,116255.833094934,-10266415.462461,899.358308690978,28253581.6362806
"561",281,"current",3362075405.6932,131299.842551506,0,0,0
"562",281,"iFAST",3359635652.41313,130883.449183799,-2439753.28006268,416.3933677069,10767620.6342007
"563",282,"current",3260639715.14614,114490.602486371,0,0,0
"564",282,"iFAST",3256800422.52435,113698.69788112,-3839292.62178802,791.904605251693,19677384.7268219
"565",283,"current",2886444225.85105,135889.57567541,0,0,0
"566",283,"iFAST",2886395580.12383,135783.927026359,-48645.7272195816,105.648649050796,2161618.7082355
"567",284,"current",3115946552.59117,130973.908456363,0,0,0
"568",284,"iFAST",3112016637.62341,129760.380619403,-3929914.96775866,1213.52783695942,28200471.706947
"569",285,"current",4047536270.8255,112951.589815504,0,0,0
"570",285,"iFAST",4042288796.46854,112655.18039428,-5247474.3569603,296.409421224467,11175662.7814496
"571",286,"current",4182431784.27078,116189.567166241,0,0,0
"572",286,"iFAST",4180314893.85776,116164.47240677,-2116890.41302538,25.0947594711179,2618785.60244774
"573",287,"current",3531307013.51411,114891.14683394,0,0,0
"574",287,"iFAST",3532300430.50099,114353.647080261,993416.98687315,537.499753678261,9756578.08669207
"575",288,"current",3449145482.35058,115866.951767442,0,0,0
"576",288,"iFAST",3446838425.62437,115509.56984527,-2307056.72620153,357.381922172324,9454695.16964802
"577",289,"current",3450403860.90516,123055.73999208,0,0,0
"578",289,"iFAST",3451186545.79112,123073.302813459,782684.885962963,-17.5628213798918,-1133941.3135608
"579",290,"current",3280562894.49474,120565.891476837,0,0,0
"580",290,"iFAST",3279216027.89429,120171.080997687,-1346866.60044765,394.810479149412,9243076.18343589
"581",291,"current",3495133012.2901,104124.729264278,0,0,0
"582",291,"iFAST",3481710986.64321,103319.880477169,-13422025.6468883,804.848787108494,29519001.3890581
"583",292,"current",3885172817.37002,113146.528184293,0,0,0
"584",292,"iFAST",3881382381.46701,112658.982851119,-3790435.90300322,487.545333173344,13541342.5664701
"585",293,"current",3719825079.04332,118029.454395585,0,0,0
"586",293,"iFAST",3719113287.15322,117368.443449367,-711791.890106201,661.01094621823,13932010.8144708
"587",294,"current",3852908427.11663,139725.028281869,0,0,0
"588",294,"iFAST",3854236222.61781,139594.985192949,1327795.50117493,130.043088919687,1273066.27721881
"589",295,"current",3635735327.80616,107667.294049909,0,0,0
"590",295,"iFAST",3637475586.33907,107650.295894099,1740258.53290796,16.9981558105792,-1400295.41669638
"591",296,"current",3526921579.25579,110540.495195674,0,0,0
"592",296,"iFAST",3525264766.84196,109821.547661456,-1656812.41382504,718.947534218023,16035763.0981855
"593",297,"current",3336915118.81393,99352.7239808486,0,0,0
"594",297,"iFAST",3337627676.8491,99154.0808799033,712558.035171509,198.64310094525,3260303.98373349
"595",298,"current",3692215079.55287,122133.245953637,0,0,0
"596",298,"iFAST",3688692921.76538,121811.602892164,-3522157.7874856,321.64306147286,9955019.01694279
"597",299,"current",3586499185.59258,130026.920970274,0,0,0
"598",299,"iFAST",3582034548.7835,128851.597968093,-4464636.80907679,1175.32300218106,27971096.852698
"599",300,"current",3247433657.60808,111633.073703889,0,0,0
"600",300,"iFAST",3247911567.99898,111608.518910755,477910.390900612,24.5547931334149,13185.4717676868
"601",301,"current",3631931558.15387,114666.862338349,0,0,0
"602",301,"iFAST",3631697801.6125,114143.038759078,-233756.541366577,523.823579271062,10710228.1267878
"603",302,"current",3260570026.24149,127623.413292153,0,0,0
"604",302,"iFAST",3258163771.98306,127130.176992862,-2406254.25843,493.2362992907,12270980.244244
"605",303,"current",3575991044.1492,109630.941221993,0,0,0
"606",303,"iFAST",3571625799.25022,109484.577437943,-4365244.89898396,146.363784050322,7292520.57999039
"607",304,"current",2929163273.34822,129007.508477722,0,0,0
"608",304,"iFAST",2929508169.7351,128949.455817551,344896.386876106,58.0526601714082,816156.816552058
"609",305,"current",3621143183.59165,118562.69021683,0,0,0
"610",305,"iFAST",3617725677.70573,118468.300552582,-3417505.88592196,94.3896642475156,5305299.17087227
"611",306,"current",4089451213.30024,126067.538856134,0,0,0
"612",306,"iFAST",4077124025.69154,125535.90978647,-12327187.6087031,531.629069664225,22959769.0019876
"613",307,"current",3994332318.20366,106137.007686292,0,0,0
"614",307,"iFAST",3994139377.89413,105870.909922494,-192940.309528351,266.097763797967,5514895.58548769
"615",308,"current",4093582926.64185,134446.515680994,0,0,0
"616",308,"iFAST",4092918591.13648,134332.334343581,-664335.505368233,114.181337413087,2947962.25362997
"617",309,"current",3314041075.76722,114694.286078021,0,0,0
"618",309,"iFAST",3313296837.69313,114694.14885613,-744238.07409811,0.137221890705405,746982.511912218
"619",310,"current",3436734931.21958,116772.764506763,0,0,0
"620",310,"iFAST",3438702636.43386,116605.63711715,1967705.21428347,167.127389613117,1374842.57797887
"621",311,"current",4768444077.84777,110199.511798648,0,0,0
"622",311,"iFAST",4769113898.0466,110155.033139158,669820.198832512,44.4786594906327,219752.990980142
"623",312,"current",3488084717.79223,113986.58062327,0,0,0
"624",312,"iFAST",3481509165.75839,113196.319518291,-6575552.03383589,790.261104978781,22380774.1334115
"625",313,"current",3944620421.48495,130283.768173707,0,0,0
"626",313,"iFAST",3940205497.74939,129621.155778678,-4414923.73555946,662.612395028555,17667171.6361306
"627",314,"current",2942731700.35976,112794.695453252,0,0,0
"628",314,"iFAST",2942354601.43958,112690.738696741,-377098.920179844,103.956756510946,2456234.05039877
"629",315,"current",2501024048.18717,139941.55122971,0,0,0
"630",315,"iFAST",2497857213.7529,139237.925399326,-3166834.43426991,703.625830383622,17239351.0419423
"631",316,"current",3236592236.70424,110153.842596706,0,0,0
"632",316,"iFAST",3235414116.61369,109706.119302698,-1178120.09055519,447.723294007956,10132585.9707143
"633",317,"current",3378843659.22394,137294.313623897,0,0,0
"634",317,"iFAST",3379349248.58857,137244.575123889,505589.364627838,49.7385000079812,489180.635531786
"635",318,"current",3906706270.87204,125463.181921589,0,0,0
"636",318,"iFAST",3902325928.82779,125364.910594345,-4380342.04425383,98.271327243172,6345768.58911727
"637",319,"current",2677048069.2769,133803.970602299,0,0,0
"638",319,"iFAST",2672003118.52126,132306.210731261,-5044950.7556324,1497.75987103852,35000148.1764028
"639",320,"current",2882773377.87524,137850.079873013,0,0,0
"640",320,"iFAST",2882190790.44618,137585.347829156,-582587.429060936,264.732043857075,5877228.30620244
"641",321,"current",3928219609.22273,121519.385419375,0,0,0
"642",321,"iFAST",3931388536.46478,121867.409413992,3168927.24205351,-348.023994616815,-10129407.1343898
"643",322,"current",3707936268.20929,133091.108121966,0,0,0
"644",322,"iFAST",3705826858.88982,133068.944616472,-2109409.31947279,22.1635054935468,2552679.42934373
"645",323,"current",3081683784.70214,111960.358263471,0,0,0
"646",323,"iFAST",3080259258.50293,111775.557699781,-1424526.19921637,184.800563690165,5120537.47301967
"647",324,"current",4389478649.18112,121460.599801795,0,0,0
"648",324,"iFAST",4389277782.11487,121323.310006313,-200867.066253662,137.289795481745,2946662.97588857
"649",325,"current",2910985862.06438,107364.410029566,0,0,0
"650",325,"iFAST",2911434777.49137,107053.749916695,448915.42698431,310.660112870639,5764286.83042847
"651",326,"current",2449905604.78257,132063.571540153,0,0,0
"652",326,"iFAST",2451137913.56548,131904.580328759,1232308.78290701,158.991211393761,1947515.44496821
"653",327,"current",3394259963.01544,125613.3547637,0,0,0
"654",327,"iFAST",3391355827.95483,125544.024788809,-2904135.06060982,69.3299748909631,4290734.55842908
"655",328,"current",2792075206.12643,112083.763836009,0,0,0
"656",328,"iFAST",2789941512.34842,112090.609245557,-2133693.77800703,-6.84540954751719,1996785.58705669
"657",329,"current",4035877500.8871,118573.472795081,0,0,0
"658",329,"iFAST",4027513407.23883,117208.599914582,-8364093.64827299,1364.87288049962,35661551.2582654
"659",330,"current",4630680210.31363,124670.114565197,0,0,0
"660",330,"iFAST",4629525996.08039,124282.933774998,-1154214.23324585,387.180790198792,8897830.03722169
"661",331,"current",4694620299.28016,100321.842013227,0,0,0
"662",331,"iFAST",4692592833.07777,100325.337739979,-2027466.20238876,-3.49572675136733,1957551.66736142
"663",332,"current",3948064411.27324,116745.743097564,0,0,0
"664",332,"iFAST",3948691799.22005,116692.657746427,627387.946810722,53.0853511371679,434319.075932635
"665",333,"current",3178623221.79551,134133.450599228,0,0,0
"666",333,"iFAST",3173583552.434,133960.262039881,-5039669.36151552,173.1885593466,8503440.54844751
"667",334,"current",3964900622.03494,141083.945634361,0,0,0
"668",334,"iFAST",3964626873.62894,141084.945364457,-273748.406004429,-0.999730096053099,253753.804083367
"669",335,"current",2491742599.24216,121245.606374717,0,0,0
"670",335,"iFAST",2492432167.70648,121210.30604391,689568.464318275,35.3003308074112,16438.1518299491
"671",336,"current",3468012705.93495,124252.960538407,0,0,0
"672",336,"iFAST",3462725172.75974,123570.528347689,-5287533.17520666,682.432190718144,18936176.9895695
"673",337,"current",3650077179.4661,119398.451207161,0,0,0
"674",337,"iFAST",3646619671.46264,118993.600909937,-3457508.00345755,404.8502972235,11554513.9479275
"675",338,"current",3696454036.51077,99570.035553163,0,0,0
"676",338,"iFAST",3696473633.91327,99522.121629135,19597.4025082588,47.9139240280638,938681.078053017
"677",339,"current",3264186963.1882,112973.129279774,0,0,0
"678",339,"iFAST",3263439163.47638,112728.468412621,-747799.711827755,244.660867152241,5641017.05487257
"679",340,"current",3416069957.4474,121548.844781442,0,0,0
"680",340,"iFAST",3413950395.61028,121529.839575039,-2119561.83711624,19.0052064027695,2499665.96517163
"681",341,"current",3586046713.97305,137417.935250199,0,0,0
"682",341,"iFAST",3581922728.15718,136608.968811097,-4123985.81586266,808.966439102049,20303314.5979036
"683",342,"current",3658935552.92783,142507.016551758,0,0,0
"684",342,"iFAST",3661177934.44085,142513.113844147,2242381.51301908,-6.09729238870204,-2364327.36079313
"685",343,"current",3828368385.69516,132150.207607927,0,0,0
"686",343,"iFAST",3826065918.17032,131806.166601523,-2302467.52483654,344.041006404237,9183287.65292128
"687",344,"current",3400637187.07085,105561.593710411,0,0,0
"688",344,"iFAST",3399219926.42024,105362.968942091,-1417260.65061617,198.624768320005,5389756.01701628
"689",345,"current",3314687394.81366,120767.846551358,0,0,0
"690",345,"iFAST",3307483577.08688,120716.275167802,-7203817.72678185,51.5713835551142,8235245.39788413
"691",346,"current",3275479191.53834,101956.806748169,0,0,0
"692",346,"iFAST",3267937326.86009,101203.34186894,-7541864.67824745,753.464879229126,22611162.26283
"693",347,"current",4465669538.94242,138164.081176047,0,0,0
"694",347,"iFAST",4460962707.27016,137980.19659286,-4706831.67225266,183.884583187202,8384523.3359967
"695",348,"current",2718627583.72584,125980.346910434,0,0,0
"696",348,"iFAST",2716824366.96178,125713.764249886,-1803216.76406336,266.582660548229,7134869.97502794
"697",349,"current",3517437929.64505,120665.505972724,0,0,0
"698",349,"iFAST",3518571704.73517,120644.561878509,1133775.09011936,20.9440942148794,-714893.205821773
"699",350,"current",4113270310.34608,121505.315302122,0,0,0
"700",350,"iFAST",4112090797.693,121371.853045669,-1179512.65307856,133.462256452767,3848757.7821339
"701",351,"current",3868909999.33472,128285.553248016,0,0,0
"702",351,"iFAST",3865687398.87682,127568.685165557,-3222600.45789814,716.868082459026,17559962.1070787
"703",352,"current",2660715388.03252,131130.589357063,0,0,0
"704",352,"iFAST",2657655852.7368,129845.016706215,-3059535.29572105,1285.57265084761,28770988.3126732
"705",353,"current",2584900735.60119,126705.339654598,0,0,0
"706",353,"iFAST",2585228283.0645,126599.72410544,327547.463311195,105.61554915765,1784763.51984181
"707",354,"current",2420377593.59708,129655.395660034,0,0,0
"708",354,"iFAST",2415959144.46932,129488.974703261,-4418449.12775278,166.420956773291,7746868.26321859
"709",355,"current",3368783328.03043,128940.14069391,0,0,0
"710",355,"iFAST",3367039451.68161,128481.817115404,-1743876.34881783,458.323578505297,10910347.9189238
"711",356,"current",3431778416.65687,124950.465693266,0,0,0
"712",356,"iFAST",3429934935.97354,124426.863905258,-1843480.68332863,523.601788007756,12315516.4434838
"713",357,"current",3154986586.42799,102794.156507514,0,0,0
"714",357,"iFAST",3151517487.61247,102200.656607437,-3469098.8155179,593.499900077295,15339096.8170638
"715",358,"current",3232019402.95518,110568.433651407,0,0,0
"716",358,"iFAST",3229672814.29615,110255.458520319,-2346588.65902758,312.975131087645,8606091.28078048
"717",359,"current",3694416054.12832,118443.103127876,0,0,0
"718",359,"iFAST",3688446658.69076,117106.530065196,-5969395.43755341,1336.5730626805,32700856.6911634
"719",360,"current",4153416711.74882,140130.619584923,0,0,0
"720",360,"iFAST",4149426234.82726,139673.40137009,-3990476.92155313,457.218214832625,13134841.2182056
"721",361,"current",3200199284.30791,125388.739199097,0,0,0
"722",361,"iFAST",3199754826.60926,125392.425866858,-444457.698651314,-3.68666776180908,370724.343415132
"723",362,"current",3448735892.48772,119302.610381024,0,0,0
"724",362,"iFAST",3449031085.41492,119227.275987497,295192.927199841,75.3343935270241,1211494.94334064
"725",363,"current",4042280484.66146,131113.488021202,0,0,0
"726",363,"iFAST",4047282493.00582,131673.045877325,5002008.34435606,-559.5578561234,-16193165.4668241
"727",364,"current",3453053187.28761,111711.851249181,0,0,0
"728",364,"iFAST",3446722330.41695,110846.297792185,-6330856.87065887,865.553456996029,23641926.0105795
"729",365,"current",3079767889.48058,128847.882877346,0,0,0
"730",365,"iFAST",3079719832.09732,128466.195586253,-48057.3832650185,381.687291093098,7681803.20512698
"731",366,"current",3202503936.85357,122372.421115092,0,0,0
"732",366,"iFAST",3200497951.39442,121881.058848857,-2005985.45915318,491.362266235185,11833230.7838569
"733",367,"current",3056471758.98511,102772.964809634,0,0,0
"734",367,"iFAST",3049283031.22923,102041.371592229,-7188727.75587511,731.593217405447,21820592.1039841
"735",368,"current",3524521504.26821,113393.922490875,0,0,0
"736",368,"iFAST",3524341864.71956,113240.644662545,-179639.548650742,153.277828329636,3245196.11524345
"737",369,"current",2812877963.04671,109099.885689173,0,0,0
"738",369,"iFAST",2813740220.57545,108994.190057279,862257.528737068,105.695631894298,1251655.10914888
"739",370,"current",3764162607.86931,113506.576163926,0,0,0
"740",370,"iFAST",3759173172.2122,113451.624197588,-4989435.65711117,54.9519663380634,6088474.98387244
"741",371,"current",3331255312.74122,106474.774261417,0,0,0
"742",371,"iFAST",3332374717.99318,106383.745424143,1119405.25195885,91.0288372735522,701171.493512197
"743",372,"current",3333746248.77879,131677.343875947,0,0,0
"744",372,"iFAST",3334833860.0918,131775.800166029,1087611.31300879,-98.4562900821911,-3056737.11465261
"745",373,"current",4450792831.85342,128475.054431873,0,0,0
"746",373,"iFAST",4444452255.60496,127068.323714122,-6340576.24846268,1406.73071775133,34475190.6034892
"747",374,"current",3581286883.87415,114829.543203061,0,0,0
"748",374,"iFAST",3579322209.52746,114390.887112051,-1964674.34668493,438.656091009485,10737796.1668746
"749",375,"current",3721097234.32872,138171.113097599,0,0,0
"750",375,"iFAST",3722500246.12467,138297.501908033,1403011.79594374,-126.388810433389,-3930788.00461152
"751",376,"current",4995174606.36168,117631.191066124,0,0,0
"752",376,"iFAST",4994621640.849,117295.576867,-552965.512680054,335.614199124873,7265249.49517752
"753",377,"current",4068855807.05859,135589.896523245,0,0,0
"754",377,"iFAST",4068442408.1503,135596.611412739,-413398.908292294,-6.71488949391642,279101.118413965
"755",378,"current",3654656785.26018,112914.060428946,0,0,0
"756",378,"iFAST",3649252912.88584,112277.152272349,-5403872.37434673,636.908156596866,18142035.5062841
"757",379,"current",3831424795.98717,120623.337562084,0,0,0
"758",379,"iFAST",3830593249.85722,120418.742889319,-831546.129945755,204.594672764797,4923439.58524169
"759",380,"current",2822741208.06546,116495.568689652,0,0,0
"760",380,"iFAST",2822559453.043,115930.556296189,-181755.022458076,565.012393463476,11482002.8917276
"761",381,"current",2521662768.15319,116717.763624888,0,0,0
"762",381,"iFAST",2519977054.99003,116628.484505228,-1685713.16315889,89.2791196598846,3471295.55635659
"763",382,"current",2426302634.08062,139234.429616773,0,0,0
"764",382,"iFAST",2421706036.59343,138178.718047287,-4596597.48718405,1055.71156948697,25710828.8769235
"765",383,"current",2626539908.91367,122696.143807677,0,0,0
"766",383,"iFAST",2617232727.25127,122294.968496183,-9307181.66240072,401.175311494488,17330687.8922905
"767",384,"current",4092294937.10959,124249.289084415,0,0,0
"768",384,"iFAST",4084668906.6576,123398.051360812,-7626030.45199156,851.237723602782,24650784.9240472
"769",385,"current",3678644854.90617,130315.975819013,0,0,0
"770",385,"iFAST",3673905931.72643,130135.241637845,-4738923.179739,180.734181168489,8353606.80310878
"771",386,"current",3634248781.96387,113998.80120729,0,0,0
"772",386,"iFAST",3634703315.33381,113935.456263535,454533.369939804,63.3449437548115,812365.505156427
"773",387,"current",4222104704.76324,123898.020454861,0,0,0
"774",387,"iFAST",4219791676.24624,123339.327629149,-2313028.51699924,558.692825712031,13486885.0312399
"775",388,"current",2710881027.12922,121281.424676813,0,0,0
"776",388,"iFAST",2707637292.29778,119980.325388303,-3243734.83144855,1301.09928851017,29265720.601652
"777",389,"current",3053284354.99655,133853.530972361,0,0,0
"778",389,"iFAST",3049357863.80946,133340.271804691,-3926491.1870923,513.25916767001,14191674.5404925
"779",390,"current",2822290086.93478,107210.063559793,0,0,0
"780",390,"iFAST",2819644515.36658,106810.36471799,-2645571.56819725,399.698841803183,10639548.4042609
"781",391,"current",3469607460.495,112528.932555029,0,0,0
"782",391,"iFAST",3473175094.2987,112731.515334681,3567633.8037014,-202.582779652032,-7619289.39674203
"783",392,"current",3045954842.54909,114965.369308956,0,0,0
"784",392,"iFAST",3044369857.39291,114586.387802675,-1584985.15618658,378.981506280295,9164615.28179249
"785",393,"current",3602924442.57399,114881.111297374,0,0,0
"786",393,"iFAST",3603095384.94228,114835.259376974,170942.368291855,45.8519204003533,746096.03971521
"787",394,"current",3800591980.9105,108099.270455293,0,0,0
"788",394,"iFAST",3797448404.24644,108042.015690036,-3143576.66405773,57.2547652570793,4288671.96919932
"789",395,"current",4705911440.28322,130108.519089137,0,0,0
"790",395,"iFAST",4703403040.84139,129951.719052757,-2508399.44182777,156.800036379733,5644400.16942243
"791",396,"current",3464928300.46802,102706.002695771,0,0,0
"792",396,"iFAST",3465743944.08687,102981.730143394,815643.618843079,-275.727447623096,-6330192.571305
"793",397,"current",3592170782.10468,129738.405892202,0,0,0
"794",397,"iFAST",3592400519.40803,129847.354052811,229737.30334425,-108.94816060907,-2408700.51552566
"795",398,"current",2801257343.827,121561.827289137,0,0,0
"796",398,"iFAST",2801918305.21795,121379.283287457,660961.39095068,182.544001680144,2989918.6426522
"797",399,"current",3329327534.52256,138331.605757386,0,0,0
"798",399,"iFAST",3331343454.01063,138072.140877827,2015919.48806763,259.464879558247,3173378.10309731
"799",400,"current",3101895834.36385,94721.9672277382,0,0,0
"800",400,"iFAST",3100277818.96441,94212.2207779517,-1618015.39943933,509.746449786544,11812944.3951702
"801",401,"current",3209831456.28717,136329.274660331,0,0,0
"802",401,"iFAST",3209048046.66416,135927.322882995,-783409.623007774,401.951777336013,8822445.16972804
"803",402,"current",3450158859.67621,128555.560866419,0,0,0
"804",402,"iFAST",3441417260.28609,128582.583776602,-8741599.39012003,-27.0229101831792,8201141.18645645
"805",403,"current",2954178962.18414,121563.318292136,0,0,0
"806",403,"iFAST",2953767151.36136,121547.579929122,-411810.822777271,15.7383630136901,726578.083051073
"807",404,"current",3699286242.90942,132199.623890062,0,0,0
"808",404,"iFAST",3698114630.47138,132205.30525659,-1171612.43804359,-5.6813665276859,1057985.10748988
"809",405,"current",4344213483.34528,114001.055869927,0,0,0
"810",405,"iFAST",4345608733.15992,113860.877447513,1395249.81463528,140.178422414814,1408318.63366101
"811",406,"current",2999058984.6465,140083.737265633,0,0,0
"812",406,"iFAST",2994986391.61647,139372.494813884,-4072593.03002644,711.242451748345,18297442.0649933
"813",407,"current",2759691954.70304,127050.471445137,0,0,0
"814",407,"iFAST",2758037600.53601,126715.076366985,-1654354.16703176,335.395078152069,8362255.73007314
"815",408,"current",4739334641.39799,122867.134892963,0,0,0
"816",408,"iFAST",4736590929.90624,122439.926925218,-2743711.49175453,427.207967744776,11287870.8466501
"817",409,"current",2600000739.47613,104166.123421063,0,0,0
"818",409,"iFAST",2598947893.64949,103763.357793262,-1052845.82664299,402.765627801229,9108158.38266757
"819",410,"current",3578237048.13311,129404.078968502,0,0,0
"820",410,"iFAST",3578643495.50904,129110.862521097,406447.375926495,293.216447404833,5457881.57217017
"821",411,"current",2597566787.0799,109088.728862972,0,0,0
"822",411,"iFAST",2596694133.42727,108675.767396311,-872653.652634621,412.961466661407,9131882.98586276
"823",412,"current",3660753283.39062,136979.402683506,0,0,0
"824",412,"iFAST",3661166015.53629,136457.576565954,412732.145671368,521.826117552031,10023790.2053693
"825",413,"current",3511225638.37235,110676.621453477,0,0,0
"826",413,"iFAST",3509548421.01519,110504.012650778,-1677217.35716915,172.608802699528,5129393.4111597
"827",414,"current",3834483962.94309,104520.345066905,0,0,0
"828",414,"iFAST",3829397056.07542,103995.719270734,-5086906.86767197,524.625796170309,15579422.7910781
"829",415,"current",3468640413.10582,115739.773600398,0,0,0
"830",415,"iFAST",3466954091.56635,115537.395578592,-1686321.53947306,202.378021805911,5733881.97559128
"831",416,"current",3870016616.34237,113186.975057007,0,0,0
"832",416,"iFAST",3869215877.73489,113126.463110079,-800738.607476234,60.5119469280326,2010977.54603689
"833",417,"current",4231456756.30544,128251.677164524,0,0,0
"834",417,"iFAST",4229133993.04819,128251.563169775,-2322763.25724459,0.11399474949576,2325043.1522345
"835",418,"current",3926771153.42031,111289.339256225,0,0,0
"836",418,"iFAST",3929290866.19279,111469.633475389,2519712.77248621,-180.294219163479,-6125597.1557558
"837",419,"current",4009055263.20143,124912.208736438,0,0,0
"838",419,"iFAST",4008027789.67224,124880.874718259,-1027473.52919292,31.3340181787789,1654153.8927685
"839",420,"current",3911920972.66662,95777.6843530277,0,0,0
"840",420,"iFAST",3908985798.67409,95648.9762940957,-2935173.99253464,128.708058932025,5509335.17117514
"841",421,"current",2930540626.78679,131263.679330097,0,0,0
"842",421,"iFAST",2928711262.84199,130386.514610887,-1829363.94479895,877.164719210065,19372658.3290002
"843",422,"current",3009942552.95953,125513.876660813,0,0,0
"844",422,"iFAST",3011207648.3317,125537.234442016,1265095.37217188,-23.357781203551,-1732250.9962429
"845",423,"current",4376169308.25455,102558.980664613,0,0,0
"846",423,"iFAST",4375188427.65622,102503.212112537,-980880.598326683,55.768552075664,2096251.63983996
"847",424,"current",3988416666.39868,129115.564515066,0,0,0
"848",424,"iFAST",3988366362.45158,128964.932622688,-50303.9470915794,150.631892377947,3062941.79465052
"849",425,"current",3207996437.49095,125572.764129634,0,0,0
"850",425,"iFAST",3207898995.14127,125425.459897432,-97442.3496804237,147.304232201961,3043526.99371964
"851",426,"current",3175511381.7652,126261.641341047,0,0,0
"852",426,"iFAST",3174217783.7366,125791.464519027,-1293598.02860451,470.176822019639,10697134.4689973
"853",427,"current",2396171674.87706,122948.437725414,0,0,0
"854",427,"iFAST",2391629691.95016,121939.284256664,-4541982.92689991,1009.15346874969,24725052.3018937
"855",428,"current",3394143458.01046,120519.668066898,0,0,0
"856",428,"iFAST",3392783254.11059,119823.074573366,-1360203.89987326,696.593493531414,15292073.7705015
"857",429,"current",3894887488.74214,129917.545314592,0,0,0
"858",429,"iFAST",3895450776.21774,129790.318875564,563287.475604534,127.226439028469,1981241.30496485
"859",430,"current",4288806662.92288,119848.717680267,0,0,0
"860",430,"iFAST",4289109059.23412,119665.16273669,302396.31124258,183.554943577081,3368702.56029904
"861",431,"current",3307174952.55287,113339.730290614,0,0,0
"862",431,"iFAST",3302292728.59533,112327.139634303,-4882223.95754862,1012.59065631038,25134037.0837562
"863",432,"current",3132432419.59229,113874.700579093,0,0,0
"864",432,"iFAST",3128044272.36792,112918.591406745,-4388147.22437143,956.109172348093,23510330.6713333
"865",433,"current",3323902193.92933,132448.064963338,0,0,0
"866",433,"iFAST",3324643131.75235,132450.928702854,740937.82301569,-2.86373951565474,-798212.613328785
"867",434,"current",4135304937.80308,110637.805207064,0,0,0
"868",434,"iFAST",4133480541.64879,110162.70047882,-1824396.15428734,475.104728243779,11326490.7191629
"869",435,"current",2595727782.53851,129834.92224615,0,0,0
"870",435,"iFAST",2595830505.33524,129543.720495351,102722.796735287,291.201750799461,5721312.21925392
"871",436,"current",4183332320.07388,121261.699817434,0,0,0
"872",436,"iFAST",4184199169.58604,121331.072737475,866849.512153149,-69.3729200409289,-2254307.91297173
"873",437,"current",2988494539.15919,116201.21166991,0,0,0
"874",437,"iFAST",2984273195.49088,116068.184402962,-4221343.66830778,133.027266948295,6881889.00727368
"875",438,"current",2288499496.22851,107998.352655157,0,0,0
"876",438,"iFAST",2285273247.97877,107987.528318595,-3226248.24973965,10.8243365626695,3442734.98099304
"877",439,"current",3331930342.12182,119078.738135799,0,0,0
"878",439,"iFAST",3328594849.84696,118577.68380221,-3335492.27486229,501.054333588734,13356578.946637
"879",440,"current",3546804547.85263,123046.686405527,0,0,0
"880",440,"iFAST",3543011165.00686,122444.811299683,-3793382.8457675,601.875105844098,15830884.9626494
"881",441,"current",2467363396.96429,124247.442678766,0,0,0
"882",441,"iFAST",2466862570.05707,123876.620942235,-500826.907215118,370.821736530692,7917261.63782896
"883",442,"current",2532734098.98572,114005.070777798,0,0,0
"884",442,"iFAST",2531551373.04969,113745.354635095,-1182725.93603516,259.71614270292,6377048.79009357
"885",443,"current",3639932296.3555,136894.084820266,0,0,0
"886",443,"iFAST",3642981866.09033,137273.645832031,3049569.73483181,-379.561011764948,-10640789.9701308
"887",444,"current",3165658809.03426,124126.076578346,0,0,0
"888",444,"iFAST",3163610535.10598,123878.304425954,-2048273.92828369,247.772152391815,7003716.97612
"889",445,"current",2980783596.11761,126891.816891068,0,0,0
